Anthony Rizzo,604,45,45,55,55,55,45,50,45,55,40,55,30,65,104
Isaac Paredes,201,55,50,50,70,70,60,50,55,50,60,55,40,50,103
Donovan Solano,351,65,45,35,40,55,70,35,65,35,55,45,35,65,103
Fernando Tatis Jr.,564,70,60,75,55,45,75,80,70,75,60,45,65,80,103
Orelvis Martinez,336,50,50,65,40,45,50,65,45,60,60,55,45,50,103
Seiya Suzuki,602,60,45,60,55,45,60,60,55,60,40,45,60,60,103
Salvador Perez,489,45,40,65,30,40,55,75,45,65,35,25,25,35,103
Josh Jung,602,55,65,50,55,50,55,55,55,50,45,30,40,65,103
Peyton Burdick,581,50,50,60,60,50,55,60,50,60,40,45,40,60,103
Jonathan Villar,295,50,40,50,55,45,55,50,50,50,60,55,60,70,102
Brooks Lee,444,45,50,35,50,50,45,35,50,40,55,40,45,55,102
Francisco Mejía,433,60,65,45,40,55,55,45,60,50,50,45,30,45,102
Jameson Hannah,338,55,55,35,55,60,55,30,60,35,55,60,55,70,102
Geraldo Perdomo,707,50,55,35,75,55,50,35,45,35,55,50,50,60,102
Luis Campusano,375,50,45,50,50,50,50,50,50,50,40,30,35,40,102
Gio Urshela,594,60,60,50,35,55,65,50,60,50,55,40,40,30,102
Bryson Stott,459,50,50,40,60,45,45,40,50,40,45,45,45,60,101
Eugenio Suárez,576,40,30,65,55,35,45,70,40,65,45,50,40,60,101
Trent Grisham,663,40,60,45,65,45,40,40,40,45,55,65,55,70,101
Brayan Rocchio,448,55,55,45,35,45,55,45,50,45,65,45,55,65,101
Josh Naylor,531,60,50,55,55,60,55,50,65,55,35,25,35,50,100
Lolo Sanchez,341,45,50,40,50,60,45,40,45,40,60,45,65,70,100
Joey Bart,458,55,55,60,40,35,55,65,55,60,40,25,30,35,100
Tyler O'Neill,631,50,45,65,45,35,55,70,45,65,55,30,55,70,100
José Abreu,655,60,50,55,50,50,60,60,55,55,50,25,35,35,100
Ryan McMahon,602,50,50,60,50,45,45,55,50,60,35,20,40,65,100
Mark Vientos,265,45,60,60,55,40,45,60,45,60,55,45,45,35,100
Zach McKinstry,536,50,50,50,45,50,45,50,50,55,70,60,45,55,99
Byron Buxton,581,55,60,65,35,45,55,65,55,60,55,60,50,70,99
Kyle Lewis,605,55,40,50,55,45,55,50,50,50,50,55,40,70,99
Vinnie Pasquantino,481,60,60,60,40,65,55,60,60,60,40,30,30,45,98
Marcell Ozuna,642,55,35,60,55,55,60,65,55,60,45,45,40,65,98
Carlos Correa,704,65,60,55,60,55,70,60,60,55,50,50,35,60,98
Ryan Jeffers,213,35,40,55,55,35,40,55,35,50,40,25,25,35,98
Christian Walker,483,40,50,50,50,40,40,50,40,50,50,50,50,55,98
Gavin Lux,619,50,50,50,70,45,50,50,55,50,55,50,40,65,98
Lourdes Gurriel Jr.,582,65,65,55,45,60,70,55,65,55,55,40,45,55,97
Eric Hosmer,491,55,50,45,45,50,50,40,55,45,50,30,35,55,97
Anthony Santander,399,55,60,50,35,55,45,50,55,50,50,55,40,55,96
Adam Engel,205,40,50,50,35,40,45,50,40,50,60,55,60,65,96
Luis Garcia,585,70,65,60,25,65,65,55,70,60,50,55,45,55,96
Jeremy Pena,608,45,50,50,45,40,50,55,45,50,60,55,50,70,96
Joey Wiemer,225,40,45,55,55,40,40,55,40,55,45,45,55,65,96
Tim Anderson,672,80,55,55,30,50,80,55,75,55,55,55,55,70,96
Jared Walsh,270,55,60,60,50,40,50,60,55,65,50,45,35,40,96
Oneil Cruz,695,55,60,65,45,45,50,60,55,65,55,50,60,65,96
Santiago Espinal,348,50,50,30,50,65,50,30,50,30,75,70,50,60,96
Chadwick Tromp,203,40,35,55,45,50,40,55,40,55,50,35,25,25,95
Randy Arozarena,654,50,60,50,55,40,50,50,45,50,55,55,65,60,95
Chris Taylor,576,45,55,50,55,40,50,50,45,50,60,55,35,65,95
Pavin Smith,303,65,55,45,55,55,65,45,70,45,40,30,40,25,95
Manuel Margot,633,45,50,50,50,50,50,45,45,50,60,55,60,65,94
Daulton Varsho,648,45,40,45,55,55,45,45,45,45,40,30,50,70,94
Jurickson Profar,512,40,50,45,60,65,35,40,40,45,45,35,45,65,93
Austin Slater,586,45,55,50,50,40,45,55,45,50,55,20,55,70,93
Tommy La Stella,371,70,35,50,45,80,60,45,70,50,55,55,40,40,93
Kevin Newman,268,55,50,30,30,80,55,35,55,30,60,45,45,65,93
Yoan Moncada,650,55,65,45,55,45,55,40,55,45,55,55,30,60,93
Endy Rodriguez,356,50,50,45,50,50,50,45,50,45,45,20,35,35,93
George Valera,503,45,40,60,65,35,40,60,45,65,50,40,45,60,93
Jose Devers,273,45,60,25,55,65,45,25,45,25,50,40,60,65,92
Victor Robles,596,40,65,35,50,45,45,35,40,35,55,60,55,70,92
Jonathan Schoop,293,50,55,50,35,50,55,50,50,50,60,60,40,45,92
Yuli Gurriel,677,70,45,45,50,75,75,45,70,45,55,35,45,55,92
Francisco Alvarez,436,45,50,55,50,40,45,55,45,55,45,30,35,45,92
Nick Madrigal,418,60,45,35,50,80,65,35,60,35,70,50,55,55,92
Ramon Urias,410,55,60,45,50,50,60,45,55,45,50,40,45,50,92
Luis Arraez,324,65,50,25,50,80,60,25,65,25,50,50,25,60,92
Seth Beer,572,55,45,60,55,50,55,60,55,60,50,25,30,35,92
Michael Brantley,520,80,60,40,40,80,75,35,80,45,75,45,35,60,91
Nicky Lopez,660,65,45,25,40,75,65,20,70,25,60,60,50,65,91
Carson Kelly,510,45,35,55,60,45,45,55,45,55,45,30,25,30,91
Sean Murphy,483,40,50,55,50,40,40,55,40,55,45,35,30,30,91
William Contreras,440,45,40,55,50,40,45,55,45,50,40,25,30,40,90
Andrelton Simmons,479,55,40,30,40,80,55,30,50,30,50,45,45,70,90
Garrett Cooper,424,50,35,60,50,40,60,60,50,55,45,25,35,30,90
Cal Mitchell,528,65,60,50,45,55,60,50,65,50,65,30,40,60,90
Reese McGuire,205,40,55,35,45,50,35,35,40,40,50,40,30,50,90
Vidal Bruján,211,35,50,35,50,50,35,35,35,35,65,65,75,75,90
Patrick Bailey,221,45,55,50,60,55,45,45,45,50,50,30,45,45,89
Ozzie Albies,455,50,70,55,50,50,55,55,50,55,70,60,50,70,89
Brandon Lowe,489,40,45,60,55,35,40,60,45,60,55,40,30,65,89
Jake McCarthy,385,50,50,50,60,50,45,50,55,50,45,55,75,75,89
Adalberto Mondesi,521,50,60,45,35,45,50,45,50,45,60,60,75,80,89
Nick Ahmed,580,55,65,40,50,55,60,40,50,40,60,55,45,60,89
Mike Yastrzemski,450,45,60,55,55,45,40,50,50,55,55,55,40,55,89
Nolan Arenado,628,60,45,60,45,60,65,65,60,60,35,35,40,35,88
Evan Longoria,534,50,40,50,50,50,50,50,50,50,35,30,30,60,88
Cavan Biggio,358,40,35,50,70,35,35,50,40,50,70,50,40,65,88
Alec Bohm,639,50,45,55,55,50,55,60,50,55,35,25,30,70,87
J.D. Davis,496,55,40,45,55,45,60,50,55,45,55,35,35,50,87
Colin Moran,337,60,60,55,55,55,50,50,65,55,60,40,35,30,87
Noelvi Marte,203,45,50,50,50,45,45,55,45,50,60,45,55,70,87
Didi Gregorius,269,45,45,45,40,65,40,40,45,45,70,65,35,60,87
Cal Raleigh,400,35,50,55,40,40,35,50,40,55,40,30,40,45,86
Bryan Lavastida,273,55,50,45,50,55,60,45,55,45,50,45,60,60,86
Tommy Edman,698,55,55,45,40,65,55,45,55,45,65,55,65,60,86
Michael Toglia,648,55,60,65,55,45,50,65,55,65,45,45,40,65,86
Nick Gordon,415,55,45,45,40,50,50,45,60,45,65,55,65,75,85
Jordan Luplow,339,45,50,55,65,40,50,60,45,55,50,35,35,55,85
Brian Anderson,541,50,50,60,60,45,55,60,50,60,55,30,35,45,85
Chandler Simpson,331,55,35,25,45,70,50,25,55,25,55,30,75,75,85
Christian Yelich,634,45,45,55,70,45,45,50,45,55,45,55,50,70,85
Sergio Alcantara,586,40,40,35,55,45,40,35,40,35,50,50,40,60,85
Kevin Kiermaier,509,45,55,35,45,50,45,35,45,35,55,50,60,65,85
Jazz Chisholm Jr.,517,55,60,55,45,45,50,55,55,60,50,50,65,70,85
Brendan Rodgers,536,60,60,50,45,55,65,50,60,50,50,40,35,50,85
Brandon Marsh,340,45,60,40,55,40,45,35,45,40,60,55,50,65,84
Jesse Winker,689,55,60,55,60,60,45,50,60,55,35,30,25,60,84
Joc Pederson,438,45,45,60,50,45,40,55,45,60,65,25,40,50,84
Tyler Naquin,611,55,45,50,50,50,50,50,60,50,45,40,50,55,84
Tim Locastro,514,55,65,40,35,50,60,45,50,35,60,50,60,65,84
Jake Meyers,311,45,55,50,55,40,45,50,45,45,60,60,50,65,83
Ryan Mountcastle,436,50,40,55,45,45,55,55,50,55,45,40,40,50,83
Willians Astudillo,206,65,35,45,20,80,70,45,65,45,60,20,35,50,83
Nick Fortes,360,45,55,45,45,60,45,45,45,45,45,25,35,40,83
DJ LeMahieu,435,55,45,45,50,65,60,45,55,45,75,60,30,60,82
Steven Duggar,467,55,60,50,50,40,50,45,60,50,60,60,55,65,82
Mike Zunino,428,30,40,65,45,25,30,70,30,65,40,35,25,35,82
Sal Frelick,336,60,60,40,50,55,55,40,60,40,60,45,65,60,81
Jarred Kelenic,403,40,60,55,50,40,40,55,40,55,55,45,55,65,81
Michael Chavis,256,45,40,55,40,40,45,55,45,55,40,30,35,45,81
Ezequiel Tovar,475,50,50,45,30,65,50,45,50,45,60,50,60,70,81
Miguel Amaya,364,40,40,50,60,50,40,55,40,50,45,40,30,30,81
Joey Votto,581,45,40,55,65,45,40,50,45,55,45,30,30,65,80
Nick Allen,623,50,60,45,40,65,55,45,50,45,65,50,55,70,80
Trey Mancini,549,45,55,50,55,45,45,50,45,50,35,25,35,35,80
Tony Kemp,442,45,45,35,60,65,40,30,45,35,60,60,45,60,80
Josh Lowe,646,50,50,55,55,40,50,55,55,55,60,50,65,80,80
Danny Jansen,208,40,50,55,55,50,40,55,40,55,50,30,30,45,79
Jacob Stallings,444,50,50,45,45,50,55,45,50,45,50,50,35,35,79
Matt Duffy,326,55,40,30,45,55,60,30,50,30,70,60,40,65,78
Andres Gimenez,629,50,50,45,40,50,45,45,50,45,65,45,60,75,78
Elias Díaz,476,50,40,50,50,65,55,50,50,50,50,30,25,45,78
Luis Guillorme,252,50,35,25,60,55,45,25,50,25,55,40,35,55,78
Rougned Odor,523,40,45,65,45,40,40,60,45,65,70,70,45,50,77
Edmundo Sosa,207,55,40,45,35,50,55,45,50,45,70,60,40,55,77
CJ Abrams,437,60,65,35,40,55,60,35,65,35,60,55,70,70,77
Gary Sánchez,426,40,35,60,55,40,40,65,40,60,50,40,30,55,77
Hunter Dozier,504,45,55,60,50,40,45,60,45,60,45,35,35,65,77
MJ Melendez,202,40,50,50,50,40,40,50,40,55,55,25,60,60,77
Carlos Rodriguez,264,60,40,30,50,75,60,30,60,30,65,45,60,55,76
Michael A. Taylor,573,45,45,45,45,40,45,50,45,45,50,55,60,65,76
Greg Allen,351,45,50,25,50,55,45,25,45,25,60,55,60,70,76
Nick Senzel,433,45,60,40,55,45,45,40,45,40,50,50,60,55,76
Aaron Hicks,315,35,50,45,70,45,35,45,35,45,55,50,40,60,75
Patrick Wisdom,561,45,30,65,55,30,45,65,45,60,45,45,30,65,75
J.P. Crawford,265,50,50,30,55,55,45,25,55,30,50,60,30,55,75
Matt Beaty,490,55,50,40,55,60,55,40,55,40,55,45,50,45,75
Luis Rengifo,264,50,50,40,50,55,45,40,50,40,50,30,55,65,74
Jose Rodriguez,201,60,55,50,35,70,65,50,60,50,55,45,60,70,74
Willy Adames,354,40,45,55,55,35,45,60,40,55,55,50,40,55,74
David Fletcher,553,55,50,25,40,80,60,25,55,25,65,45,45,65,73
Luke Voit,592,45,40,60,55,35,45,65,45,60,45,35,30,40,73
Derek Hill,310,40,35,45,40,35,40,45,40,45,55,70,60,60,73
Omar Narvaez,289,55,30,45,55,50,45,45,55,45,50,40,30,30,72
Cristian Pache,632,45,45,50,50,45,45,55,45,50,55,60,55,60,72
Wil Myers,359,45,55,45,55,35,45,50,45,45,35,25,50,65,72
Chad Pinder,286,45,60,50,40,45,50,50,45,50,50,40,45,55,71
Hunter Renfroe,528,50,40,70,50,45,55,75,45,70,40,30,60,55,71
Rowdy Tellez,663,55,45,60,55,45,50,60,60,65,45,25,35,60,70
Ian Happ,661,45,40,65,65,40,45,60,45,65,65,50,40,65,70
Adolis García,593,40,40,60,30,35,40,60,40,60,55,55,55,70,70
Randal Grichuk,367,50,50,60,40,50,55,60,45,60,35,25,45,55,69
Rafael Devers,533,50,55,60,55,45,45,60,55,60,45,30,35,55,69
Brett Phillips,601,35,35,50,60,35,35,50,35,55,50,45,60,70,69
Eddys Leonard,526,55,50,65,55,45,55,65,50,60,65,45,50,55,69
Avisail Garcia,459,55,40,55,40,45,60,55,55,55,60,55,40,60,69
Nick Loftin,245,55,45,50,45,70,55,50,55,50,50,45,50,60,69
Eduardo Escobar,372,45,60,60,40,45,45,60,45,55,70,55,45,40,68
Amed Rosario,453,45,60,45,40,50,55,45,45,45,55,50,55,65,68
Sheldon Neuse,202,45,40,55,40,40,50,55,45,55,55,40,30,60,68
Samad Taylor,280,40,55,50,50,30,40,50,40,50,60,50,65,70,68
Luke Williams,304,45,50,40,55,45,45,40,45,40,50,30,60,60,67
Jorge Mateo,534,45,60,40,35,45,50,40,45,40,45,55,70,65,67
Gabriel Moreno,415,65,60,55,40,55,70,55,65,55,60,35,25,70,67
Kyle Higashioka,201,35,40,60,45,35,40,60,35,60,40,45,30,30,66
Jorge Navarro,347,45,65,55,45,55,45,55,45,55,40,25,65,80,66
Taylor Trammell,248,40,50,60,70,35,40,55,40,60,55,60,55,65,66
Jonah Heim,418,45,45,40,45,55,45,40,45,40,50,25,30,35,65
Christian Vázquez,482,50,35,45,45,60,55,50,50,45,35,30,40,60,65
Liover Peguero,567,50,55,45,45,50,50,45,45,45,55,30,65,75,63
Jesus Aguilar,599,50,45,60,55,50,50,60,50,60,45,45,25,40,63
Steven Kwan,541,60,60,35,50,80,55,35,60,35,55,45,35,55,63
Kyle Farmer,202,50,45,45,40,50,55,45,50,45,55,35,40,50,63
Isiah Kiner-Falefa,539,55,40,30,35,70,55,30,55,30,60,45,50,65,61
Nico Hoerner,589,55,40,25,50,70,60,25,55,25,70,55,50,65,60
Dansby Swanson,433,45,45,50,45,45,45,55,45,50,55,45,40,70,60
Royce Lewis,318,40,50,35,35,50,45,35,40,35,60,55,65,65,60
Mauricio Dubon,224,60,40,50,35,55,65,50,60,50,50,50,45,55,59
C.J. Cron,237,45,50,55,50,45,45,55,45,55,30,25,35,40,58
Wilfredo Tovar,202,50,40,30,45,70,55,35,45,30,55,55,45,65,55
Whit Merrifield,337,55,55,35,45,65,60,40,55,35,65,60,60,65,55
Brandon Crawford,413,50,50,50,50,50,45,45,55,50,40,40,40,60,54
Jason Heyward,339,45,45,50,50,50,40,45,45,55,50,35,40,60,53
Harold Castro,382,70,35,35,30,55,65,30,75,35,55,50,45,50,51
Johneshwy Fargas,213,40,35,35,45,50,40,35,40,35,50,55,80,70,51
Miguel Rojas,575,50,60,35,40,75,55,35,45,35,50,40,45,60,51
Cam Gallagher,227,50,40,35,45,60,55,40,50,35,40,40,25,35,50
Bradley Zimmer,267,45,30,55,60,35,40,50,45,55,55,55,60,65,49
Jose Rondon,411,40,35,60,50,45,45,60,40,55,55,55,50,60,44
Yan Gomes,202,40,45,40,45,40,40,45,40,40,35,35,30,25,40
Jake Rogers,470,40,35,60,55,35,45,60,40,60,50,20,35,45,40
Alex Bregman,707,50,60,55,65,70,55,60,50,55,60,40,35,65,173
Juan Soto,693,65,50,60,80,55,65,60,70,60,50,45,35,70,170
Bryce Harper,610,60,65,70,80,40,50,60,65,70,50,60,40,70,167
Spencer Torkelson,552,60,45,70,60,40,65,70,60,70,45,40,40,55,159
Miguel Sanó,301,40,40,65,55,35,40,70,40,65,30,25,25,40,154
Pete Alonso,666,50,45,65,55,50,55,70,50,65,50,30,25,35,154
Shohei Ohtani,650,65,55,70,65,40,60,65,70,70,65,60,55,65,153
Jordan Walker,309,50,50,65,50,45,55,65,50,65,50,45,45,60,151
Ronald Acuna Jr.,680,60,55,65,75,45,60,70,55,65,55,55,50,75,151
Joe Perez,248,45,50,50,35,45,45,50,45,50,55,40,35,50,149
Lency Delgado,670,45,55,75,65,40,50,80,45,75,50,35,40,60,148
J.T. Realmuto,468,50,50,50,55,45,50,50,45,50,45,40,40,65,146
Bo Bichette,523,80,65,60,45,60,80,60,75,60,50,35,55,80,146
Mike Trout,263,60,50,70,80,45,60,65,60,70,70,50,30,65,145
Julio Rodriguez,655,70,80,65,50,50,75,70,70,65,55,40,75,70,144
Josh VanMeter,216,50,60,60,70,45,45,55,50,60,50,20,40,65,143
